,x,y
0,-0.9913690303110709,-1.3726678263543837
1,-0.43817667189486886,0.3947923795358443
2,1.2102142628464256,-2.265635007214816
3,1.2080001462517158,-1.0968297798694626
4,0.2031724926958437,-0.7203722448622184
5,0.4020737022325088,-1.2190109694175362
6,0.9947670743282242,-0.7901397956832771
7,-1.591820036725144,0.313561359769481
8,0.49759536200927346,0.9014772787145536
9,-0.26181178006021866,0.5118838287144143
10,0.7115816799434811,-2.373529158683645
11,-1.131880342410112,-0.8524985502582536
12,-1.0071866521677029,-0.8684981885028928
13,-0.011132496803806471,0.7760798075621959
14,-0.05128404792193343,0.6517033862244418
15,-1.0598994952474088,0.8754890595680228
16,1.2393811397259304,-0.1537578009028085
17,0.49025432302061667,1.7938192325674285
18,0.29512275495805623,-0.6240361681045575
19,1.1915963741106739,0.33654858926048875
20,0.10139418882880796,-2.019131439764366
21,-0.3870609170826379,-0.9662901410561062
22,-0.4404943719964377,0.5841583138451211
23,0.915668787024027,-0.1063268411464012
24,0.1942735950570936,-0.6454408364713167
25,0.3048846101518088,-0.14787507358192256
26,-0.3528259229175769,-0.6713381599921832
27,0.23098018849742455,-1.4044325806663847
28,-0.6827981928037383,-1.0788491294567675
29,-0.2579073710913717,-0.43820633558048344
30,1.1990638920912573,-0.420104026710756
31,-0.18646913045364538,0.37331852249992525
32,2.1481469048533324,-1.1782731650837925
33,-2.005846883785148,-0.9701929763196762
34,-1.1114282467901977,0.897184615164791
35,0.46836187959412107,0.03668367256595657
36,0.9976698031922852,-0.5999424218927554
37,-1.198357596185743,-0.7791958317601722
38,0.37132359565612877,-1.48422065966232
39,0.30956100489369537,0.34807700250754586
40,-0.157935826618511,0.712089867815304
41,0.26928932639301045,-0.3797543531608824
42,0.08511683636279752,1.254430009101952
43,-0.813926918732004,1.007852730400802
44,0.36781860576065006,-0.19467941743745396
45,0.20131379545819097,-1.0630995491426216
46,1.7394927810091272,-1.0516791581209057
47,0.2745475060453538,0.5699362365966857
48,0.997680325920166,-0.4979317656783019
49,-0.6923734074772407,-1.0794936260964352
